model,n,k,d,phase,mean_social_cost,max_regret,std_social_cost,min_social_cost,max_social_cost,duration,max_memory,metric
RegretNetSystem,5,1,1,train,0.216694966,0.002780096,1,0.047034524,0.420744598,93.14313793,0.808320313,0.216694966
RegretNetSystem,5,1,1,test,0.21570316,0.003268657,1,0.044019021,0.420173615,0.02212739,0.644560547,inf
RegretNetSystem,5,2,1,train,0.095739767,0.00294426,1,0.017694622,0.205306709,89.38793492,0.8084375,0.095739767
RegretNetSystem,5,2,1,test,0.095986694,0.002918652,1,0.018168675,0.204088539,0.0188241,0.644677734,0.095986694
RegretNetSystem,5,3,1,train,0.061789043,0.002540438,1,0.011533338,0.134106249,88.3177774,0.808515625,0.061789043
RegretNetSystem,5,3,1,test,0.057777438,0.003780663,1,0.008772391,0.130963445,0.018179417,0.644755859,inf
RegretNetSystem,5,4,1,train,0.046027765,0.001422313,1,0.007384945,0.094994098,88.26612902,0.808623047,0.046027765
RegretNetSystem,5,4,1,test,0.046298645,0.002830182,1,0.008154779,0.095705576,0.01816678,0.64484375,0.046298645
NonSPRuleSystem,5,1,1,train,0.200977087,nan,1,0,0.463238239,0.678216457,0.168818359,0.200977087
NonSPRuleSystem,5,1,1,test,0.200382039,nan,1,0,0.45909518,0.044279575,0.168642578,0.200382039
PercentileRuleSystem,5,1,1,train,0.200977087,nan,1,0,0.463238239,0.207864046,0.168642578,0.200977087
PercentileRuleSystem,5,1,1,test,0.200382039,nan,1,0,0.45909518,0.043158531,0.005976563,0.200382039
DictatorRuleSystem,5,1,1,train,0.27293098,nan,1,0,0.581328332,0.148466587,0.168681641,0.27293098
DictatorRuleSystem,5,1,1,test,0.266725957,nan,1,0,0.567540169,0.036606312,0.006015625,0.266725957
ConstantRuleSystem,5,1,1,train,0.255358815,nan,1,0.085998125,0.43403706,0.084058523,0.16859375,0.255358815
ConstantRuleSystem,5,1,1,test,0.252424419,nan,1,0.082368739,0.430141509,0.034540176,0.005976563,0.252424419
